,wgEncodeBroadHmmHuvecHMM.count,IPA_BP_annotation,IPA_Activity,GDI_Score,betamax,Fallopian Tube_GTExTPM,Nerve - Tibial_GTExTPM,Heart - Atrial Appendage_GTExTPM,Heart - Left Ventricle_GTExTPM,Kidney - Cortex_GTExTPM,Kidney - Medulla_GTExTPM,Liver_GTExTPM,Lung_GTExTPM,Minor Salivary Gland_GTExTPM,Muscle - Skeletal_GTExTPM,Ovary_GTExTPM,Skin - Sun Exposed (Lower leg)_GTExTPM,Pituitary_GTExTPM,Prostate_GTExTPM,Esophagus - Muscularis_GTExTPM,Small Intestine - Terminal Ileum_GTExTPM,Spleen_GTExTPM,Stomach_GTExTPM,Testis_GTExTPM,Thyroid_GTExTPM,Uterus_GTExTPM,Whole Blood_GTExTPM,Pancreas_GTExTPM,Esophagus - Mucosa_GTExTPM,Vagina_GTExTPM,Colon - Transverse_GTExTPM,Adipose - Subcutaneous_GTExTPM,Adrenal Gland_GTExTPM,Artery - Aorta_GTExTPM,Artery - Coronary_GTExTPM,Artery - Tibial_GTExTPM,Bladder_GTExTPM,Brain - Amygdala_GTExTPM,Brain - Anterior cingulate cortex (BA24)_GTExTPM,Brain - Caudate (basal ganglia)_GTExTPM,Brain - Cerebellar Hemisphere_GTExTPM,Brain - Cortex_GTExTPM,Adipose - Visceral (Omentum)_GTExTPM,Cervix - Endocervix_GTExTPM,Cells - EBV-transformed lymphocytes_GTExTPM,Cells - Cultured fibroblasts_GTExTPM,Colon - Sigmoid_GTExTPM,Brain - Substantia nigra_GTExTPM,Brain - Spinal cord (cervical c-1)_GTExTPM,Brain - Hypothalamus_GTExTPM,Breast - Mammary Tissue_GTExTPM,Brain - Nucleus accumbens (basal ganglia)_GTExTPM,humanscore_Exomiser,mousescore_Exomiser,fishscore_Exomiser,HIPred,pLI_ExAC,SDI,BPlabel_encoded
0,56.0,1.0,1.0,117.11773000000001,0.4561,18.294,7.774369999999999,7.48648,8.40668,1.05469,4.51777,8.69046,6.55882,4.15827,16.1667,7.75639,3.27033,2.3750299999999998,5.13089,13.0768,1.9240099999999998,1.78365,2.04671,0.506314,8.48129,21.8175,0.016107299999999998,1.27613,1.44118,5.209969999999999,3.21715,16.971,2.63463,5.99089,7.70878,12.8141,5.66832,1.91818,2.25337,2.2652400000000004,0.382471,1.90986,12.8344,11.6318,0.0393093,16.5493,8.26246,1.40359,1.0159,1.18345,10.0998,1.54357,0.0,0.884429274,0.0,0.670620084,0.000700543,4.77784717,1
1,1.0,0.0,0.0,1512.78445,0.2262710000000001,63.663034,71.500661,1205.0711259999996,177.42096899999993,34.86791700000002,45.3848,39.92965129999999,71.43136699999997,43.57252100000001,151.9888874,63.76869499999998,62.91026399999996,45.290742,63.93801899999998,55.06680100000004,44.575885000000035,55.07436500000001,43.755541999999984,75.29285580000001,57.22225699999999,84.93218299999995,25.732748399000002,21.2621305,57.135949,74.044371,49.316074999999984,54.60260119999999,52.881485999999995,116.87823599999996,94.13843900000002,95.373029,70.05386599999997,17.487331999999988,18.23337,21.589813,39.52411169999998,22.203730999999994,66.40480299999996,88.54756200000001,66.93058492800003,89.70161459999996,61.893028,17.795344000000004,24.53909300000001,21.74286600000001,51.944008,18.320135,0.12358327431999995,0.0,0.0,0.5531404245800002,0.2745275328415999,5.543528702599997,3
2,357.0,0.0,0.0,12.38694,-0.43799999999999994,53.14850800000002,57.161143,27.20627370000002,18.802165700000018,30.66607700000001,35.72292499999999,19.277058549999992,57.13473799999996,37.565871,42.823267600000015,46.69547169999997,49.04284300000001,42.87154350000002,50.40948399999999,43.78882200000004,44.67697100000004,55.61089799999996,37.38585399999999,55.25208319999999,54.80549300000001,55.51155999999999,23.977726029,15.691581,48.284271999999994,55.72623300000002,44.82722400000001,49.64753600000002,57.75003100000001,95.84492599999994,83.22045499999996,68.02653900000003,52.880705000000006,17.835601999999994,19.251248999999998,22.36675000000001,45.49548569999999,23.395064999999992,50.72860600000002,60.512432,63.34203282000002,59.586564300000006,50.42022799999999,16.746382399999998,20.022855999999987,21.614495000000016,48.02534800000002,20.377959,0.04712013746,0.03073457096,0.0,0.61992011568,0.4024108691656817,4.5554373026,3
3,24.0,0.0,0.0,1095.2409699999998,0.6259,56.75433300000002,66.10045099999999,47.74321600000002,45.82885200000001,32.453505000000035,42.103524,26.06918987000001,65.40501199999999,40.925726,63.86521190000003,46.93000399999997,58.056146999999996,41.04287500000002,58.493335,46.10749300000004,44.770342000000035,50.867285999999964,34.89885299999997,54.483678399999995,54.510057999999994,73.41807499999999,23.327057198999995,15.780008000000004,49.503456,65.703339,47.20058099999999,51.29288520000001,50.661509,104.319225,88.63093499999997,75.08601600000003,63.06628599999997,17.63507499999999,18.338713,21.57644599999999,38.9272375,24.33873800000001,57.74311499999999,83.63811,59.35230302000001,70.40209489999998,58.50872999999999,17.493804000000004,24.350366000000022,22.15417900000001,50.433434000000005,18.914853,0.015668869550000002,0.00955764802,0.0,0.23358207127000025,0.14220453847080006,4.9563399560999954,3
4,966.0,0.0,0.0,332.05359,0.4141,51.977928000000006,59.661336999999996,50.75163200000002,59.39211400000003,34.84558100000002,38.649304,23.84021227,57.323767000000004,40.214861,64.34460400000002,44.641377699999964,54.58177099999998,38.080738000000025,51.142040000000016,45.68142200000004,45.23319800000003,54.12996599999996,34.978698999999985,47.3449972,54.03240400000001,54.506278,22.39751379999999,14.652298799999995,50.474786,57.91578100000001,45.76210700000001,50.37778600000001,44.59227699999999,102.96132699999998,86.80096899999997,70.064644,56.160460999999984,17.862583999999995,19.190429,22.44505,41.05347149999999,22.885672000000003,58.449508999999935,59.24781200000001,57.17624366000002,67.37536804,49.76074399999999,16.833708000000005,22.14169000000001,21.874351000000004,47.49949400000001,18.982579999999995,0.12296308816,0.01268616987,0.0,0.5647500223199999,0.303821930591934,5.768113877599998,3
5,162.0,0.0,0.0,371.98567,-0.2965,49.97326000000004,60.695584,47.79638100000001,56.62765450000003,26.826481000000022,35.734878,20.237159500000004,61.52730099999998,39.277502,51.55594470000001,44.39752099999998,52.301309999999994,39.75260400000001,51.75560000000002,46.16639400000005,43.85349300000005,60.13083699999997,34.77591699999999,46.182618100000006,54.88661400000001,54.543051,21.97257197,14.265086300000002,48.99269900000001,58.74122100000002,46.07746,51.49423520000001,60.01866000000002,100.18161699999996,89.73504699999997,72.73139900000005,56.616938999999974,16.999514599999994,17.573102000000002,21.176012999999994,35.45321470000001,21.84124800000001,55.95198500000002,60.642611,52.93770178,59.02784070000001,49.65754899999998,16.893739000000004,21.6621,19.72310600000002,47.44077900000002,17.923520999999987,0.028722813239999995,0.0,0.0,0.30106028688,0.05638909417910724,4.148420932199998,3
6,290.0,0.0,0.0,0.61257,-0.2878,52.136023000000016,57.70087899999999,26.910678700000016,18.954221700000016,32.22622300000001,36.26843599999999,20.139615979999988,53.27319699999998,38.13389600000001,42.435483700000006,45.549834699999955,50.719829,41.97178000000004,50.95350499999999,44.17369100000003,44.18759300000005,55.50266599999997,33.821894999999984,54.85322379999999,54.06440400000001,54.515266,20.935737057999987,16.037180699999997,48.42786400000001,56.25914500000002,44.900933,49.92353300000003,40.0805305,95.49178799999996,80.90818499999995,68.13030800000003,53.05718499999998,17.732188999999995,18.89367,22.253150000000005,43.592018500000016,23.065209999999997,48.156465,58.78809000000001,63.25213876800002,74.22561529999999,50.826104999999984,16.912929000000005,20.887269999999987,21.312389000000017,47.82937400000004,20.09040499999999,0.00957427108,0.0,0.0,0.5145850655900002,0.2388312220720707,4.427407418199999,3
7,104.0,0.0,0.0,1535.52979,-0.3792,52.76541900000003,61.324179,49.05840600000001,54.72024500000001,27.493413000000015,36.112867,18.62102837,64.277069,40.432854000000006,47.81609130000002,45.744624699999974,52.63805399999998,40.454201000000026,52.104394,45.91553100000005,43.187176000000036,49.94711079999998,35.01953699999998,48.51825889999999,56.48785600000001,61.89284900000001,22.195786969999997,14.760462400000002,49.57963800000002,58.486043000000016,46.96439,51.28136320000002,56.43003200000001,102.58662199999992,90.73295799999997,72.09168800000003,59.97285999999996,16.985957599999992,17.517917999999998,20.835499999999996,37.659850299999995,21.412967000000013,56.21571800000002,63.54246300000001,56.65510482999999,59.94895520000002,54.639981000000006,16.8172124,21.603572,20.15932300000002,47.964162,17.936501999999994,0.0,0.0,0.0,0.3133532958000001,0.04912554598930001,4.135672210699998,3
8,6.0,0.0,0.0,2.95899,-0.3115,52.06638700000001,61.35194499999997,46.33447900000001,43.918755499999996,31.23035500000001,38.73237200000001,22.680323569999995,60.46550599999996,38.735096999999996,48.11300540000003,46.03837069999995,53.44345500000001,42.634271500000025,53.051135,46.088265000000035,45.48625000000007,58.40285899999997,34.03741499999998,69.16765869999999,53.863444999999984,58.54223600000001,25.540105729,16.689670399999994,48.59991200000001,57.812219999999996,45.81359000000001,50.81258800000001,40.45442549999999,109.93859199999996,90.07175099999998,76.79455100000004,56.810462999999984,17.40006799999999,18.197877999999992,21.329123,47.04306059999999,23.81379699999999,53.34037300000002,61.94914300000002,71.888628268,79.638254,53.40508299999998,17.050742000000007,21.460262999999987,20.515344000000024,48.01870700000002,19.422355999999994,0.00957427108,0.0,0.0,0.4879916719300004,0.25643312445439986,4.3625845107,3
9,1399.0,0.0,0.0,12.51592,0.4977,52.40387700000001,64.65795999999999,51.20354900000001,60.434484999999995,35.849734000000026,40.743201,25.54630687,59.48096899999998,40.911658,68.44455060000004,46.838928699999954,57.0807,40.595491000000024,56.07181599999999,45.644657000000045,45.105130000000045,50.97241599999993,36.570879999999974,51.3587069,53.400837,57.477597,22.865636928999997,16.432173099999996,49.033126,61.16711400000002,46.441234,50.63433720000001,51.55217800000002,100.682115,88.73029699999996,70.26366800000001,55.18242600000001,18.225137999999994,19.543028000000003,22.481535000000004,44.16176540000001,23.665906999999994,60.028728999999984,59.20806800000004,61.43526706800002,88.64416443999998,50.45483399999999,17.336197000000006,22.35905000000001,23.163404999999997,50.21211100000001,20.116788,0.14864605691,0.02784779298,0.0,0.5469257361100001,0.2763818581257416,5.0139231199999985,3
